Country,Continent,Beverage_Types,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
Honduras,Central America,Spirits,1.37,1.65,1.66,1.69,1.71,1.73,1.78,1.85,1.93,1.92,1.72,1.64,1.66,1.4,1.23
Honduras,Central America,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,Europe,All types,,10.88,11.27,11.51,10.78,11.46,11.64,12.55,13.16,12.94,13.28,13.24,13.29,13.18,12.22
Hungary,Europe,Beer,,3.79,4.08,4.05,3.91,4.26,4.28,4.58,4.38,4.3,4.34,4.47,4.34,4.25,4.3
Hungary,Europe,Wine,,3.35,3.33,3.65,3.17,3.21,3.25,3.85,4.53,4.5,4.66,4.6,4.89,4.86,4.08
Hungary,Europe,Spirits,,3.75,3.87,3.81,3.7,3.99,4.11,4.12,4.25,4.14,4.27,4.17,4.06,4.07,3.84
Hungary,Europe,Other alcoholic beverages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,Europe,All types,7.45,7.31,7.81,8.13,8.25,10.22,8.49,7.53,7.2,7.05,6.79,6.61,6.61,6.37,6.17
Iceland,Europe,Beer,4.59,4.43,4.62,4.89,4.98,5.53,4.65,3.95,3.78,3.67,3.49,3.35,3.29,3.12,3.03
Iceland,Europe,Wine,2.03,2.04,2.3,2.32,2.26,3.47,2.42,2.04,1.97,1.95,1.91,1.79,1.67,1.52,1.38
Iceland,Europe,Spirits,0.72,0.74,0.77,0.8,0.87,1.06,1.2,1.46,1.36,1.33,1.31,1.39,1.58,1.68,1.73
Iceland,Europe,Other alcoholic beverages,0.1,0.11,0.11,0.12,0.13,0.16,0.22,0.08,0.09,0.1,0.08,0.08,0.07,0.05,0.03
India,Asia,All types,3.07,3.11,3.1,3,2.77,2.5,1.93,1.59,1.37,1.27,1.2,1.19,1.1,1,0.93
India,Asia,Beer,0.21,0.21,0.19,0.18,0.17,0.15,0.14,0.13,0.11,0.09,0.08,0.08,0.07,0.07,0.07
India,Asia,Wine,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0
India,Asia,Spirits,2.86,2.89,2.91,2.82,2.6,2.35,1.79,1.45,1.25,1.17,1.11,1.1,1.01,0.92,0.87
India,Asia,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Asia,All types,0.09,0.09,0.08,0.08,0.08,0.08,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.06
Indonesia,Asia,Beer,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.06
Indonesia,Asia,Wine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Asia,Spirits,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0
Indonesia,Asia,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iran (Islamic Republic of),Asia,All types,,,,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0,0,0
Iran (Islamic Republic of),Asia,Beer,,,,0,0,0,0,0,0,0,0,0,0,0,0
Iran (Islamic Republic of),Asia,Wine,,,,0,0,0,0,0,0,0,0,0,0,0,0
Iran (Islamic Republic of),Asia,Spirits,,,,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0,0,0
Iran (Islamic Republic of),Asia,Other alcoholic beverages,,,,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,Asia,All types,,,,0.17,0.19,0.2,0.17,0.14,0.03,0.18,0.32,0.07,0.15,0.17,0.2
Iraq,Asia,Beer,,,,0.12,0.14,0.15,0.13,0.11,0,0.15,0.3,0.06,0.14,0.16,0.2
Iraq,Asia,Wine,,,,0,0,0,0,0,0,0,0,0,0,0,0
Iraq,Asia,Spirits,,,,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0,0
Iraq,Asia,Other alcoholic beverages,,,,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,Europe,All types,10.75,10.49,11.49,11.72,11.88,11.41,12.66,13.59,13.44,13.31,13.32,13.24,14.17,14.27,14.07
Ireland,Europe,Beer,5.13,4.99,5.37,5.5,5.73,5.84,6.31,6.74,6.87,6.99,7.1,7.31,7.67,7.88,8.01
Ireland,Europe,Wine,2.8,2.64,2.93,3.02,2.98,2.58,2.8,2.93,2.77,2.62,2.57,2.29,2.17,1.97,1.79
Ireland,Europe,Spirits,1.97,2.01,2.3,2.27,2.22,2.01,2.5,2.73,2.58,2.5,2.48,2.46,3.15,3.06,3.02
Ireland,Europe,Other alcoholic beverages,0.85,0.86,0.89,0.93,0.94,0.98,1.05,1.2,1.22,1.2,1.17,1.17,1.18,1.36,1.25
Israel,Asia,All types,2.62,2.69,2.78,2.67,2.63,2.55,2.47,2.33,2.23,2.41,2.23,2.32,2.47,2.53,2.53
Israel,Asia,Beer,1.34,1.29,1.28,1.22,1.15,1.05,1.02,0.97,0.78,0.88,0.76,0.79,0.92,1.05,1.12
Israel,Asia,Wine,0.17,0.13,0.18,0.18,0.18,0.18,0.21,0.17,0.18,0.22,0.17,0.17,0.22,0.19,0.25
Israel,Asia,Spirits,1.07,1.23,1.26,1.22,1.24,1.27,1.19,1.15,1.21,1.27,1.24,1.36,1.32,1.29,1.16
Israel,Asia,Other alcoholic beverages,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0,0,0,0
Italy,Europe,All types,7.56,7.35,7.49,6.98,6.95,7.25,7.96,8.37,8.44,8.65,8.98,9.3,9.25,9.69,9.78
Italy,Europe,Beer,1.73,1.7,1.7,1.69,1.66,1.63,1.71,1.81,1.76,1.73,1.72,1.75,1.64,1.69,1.64
Italy,Europe,Wine,4.97,4.86,4.99,4.45,4.45,4.79,5.41,5.72,5.7,5.85,6.19,6.47,6.54,6.93,7.06
Italy,Europe,Spirits,0.86,0.79,0.79,0.84,0.84,0.84,0.84,0.84,0.98,1.07,1.07,1.07,1.07,1.07,1.07
Italy,Europe,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,Central America,All types,3.83,3.79,3.65,3.58,3.55,3.33,3.51,3.64,3.63,3.59,3.67,3.48,3.76,3.89,3.46
Jamaica,Central America,Beer,1.42,1.39,1.35,1.35,1.33,1.39,1.63,1.65,1.56,1.5,1.55,1.56,1.74,1.81,1.64
Jamaica,Central America,Wine,0.16,0.16,0.15,0.13,0.17,0.14,0.14,0.18,0.15,0.11,0.14,0.09,0.12,0.12,0.1
Jamaica,Central America,Spirits,1.93,1.96,1.88,1.85,1.79,1.52,1.43,1.51,1.6,1.66,1.66,1.83,1.9,1.95,1.71
Jamaica,Central America,Other alcoholic beverages,0.32,0.28,0.27,0.26,0.26,0.28,0.31,0.3,0.32,0.32,0.33,0,0,0,0
Japan,Asia,All types,,7.55,7.39,7.39,6.9,7.09,7.11,7.29,7.49,7.99,7.7,7.83,7.87,8.03,7.97
Japan,Asia,Beer,,1.39,1.37,1.39,1.33,1.39,1.48,1.63,1.67,1.72,1.75,1.81,1.97,2.21,2.5
Japan,Asia,Wine,,0.39,0.37,0.33,0.28,0.27,0.26,0.25,0.26,0.29,0.31,0.27,0.28,0.28,0.29
Japan,Asia,Spirits,,4.29,4.13,4.09,3.76,3.77,3.55,3.41,3.37,3.37,3.42,3.34,3.14,3.05,2.94
Japan,Asia,Other alcoholic beverages,,1.49,1.51,1.59,1.53,1.66,1.82,2,2.19,2.61,2.22,2.42,2.48,2.48,2.23
Jordan,Asia,All types,0.41,0.4,0.41,0.43,0.51,0.59,0.61,0.6,0.59,0.55,0.54,0.54,0.54,0.55,0.49
Jordan,Asia,Beer,0.06,0.05,0.05,0.04,0.1,0.19,0.19,0.18,0.18,0.16,0.15,0.13,0.14,0.15,0.07
Jordan,Asia,Wine,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.01,0.01,0.01
Jordan,Asia,Spirits,0.33,0.33,0.34,0.36,0.39,0.38,0.4,0.39,0.39,0.36,0.37,0.39,0.39,0.39,0.41
Jordan,Asia,Other alcoholic beverages,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0
Kazakhstan,Asia,All types,6.29,6.48,6.82,6.63,6.83,6.64,7.6,7.44,7.08,6.94,6.55,6.58,5.99,5.75,6
Kazakhstan,Asia,Beer,1.87,2,2.06,1.93,2.11,1.93,2.88,2.59,2.22,1.92,1.52,1.37,1.16,0.99,0.85
Kazakhstan,Asia,Wine,0.35,0.33,0.45,0.4,0.37,0.35,0.27,0.33,0.35,0.48,0.4,0.53,0.29,0.18,0.35
Kazakhstan,Asia,Spirits,4.07,4.14,4.3,4.29,4.35,4.35,4.45,4.51,4.51,4.54,4.62,4.67,4.53,4.58,4.8
Kazakhstan,Asia,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,Africa,Beer,,,,,,,,,,,,,,,0.7
Kenya,Africa,All types,,1.84,1.81,1.8,1.73,1.86,1.71,1.97,1.76,1.82,1.43,1.49,1.66,1.63,1.51
Kenya,Africa,Beer,,0.91,0.95,0.91,0.96,1.04,1.05,0.94,0.81,0.84,0.65,0.55,0.66,0.67,0.65
Kenya,Africa,Wine,,0.04,0.03,0.04,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.01,0.02,0.02,0.01
Kenya,Africa,Spirits,,0.39,0.43,0.44,0.4,0.41,0.44,0.43,0.44,0.46,0.49,0.47,0.53,0.54,0.53
Kenya,Africa,Other alcoholic beverages,,0.5,0.41,0.42,0.34,0.4,0.2,0.57,0.48,0.5,0.28,0.45,0.45,0.4,0.32
Kiribati,Oceania,All types,,,,0.53,0.48,0.54,0.46,0.68,0.76,0.6,0.48,0.5,0.49,0.6,0.46
Kiribati,Oceania,Beer,,,,0.43,0.44,0.47,0.42,0.49,0.63,0.56,0.43,0.4,0.45,0.42,0.39
Kiribati,Oceania,Wine,,,,0.03,0.03,0.02,0.02,0.16,0.1,0.01,0,0,0,0.01,0.02
Kiribati,Oceania,Spirits,,,,0.08,0,0.05,0.02,0.03,0.03,0.02,0.03,0.02,0.04,0.17,0.05
Kiribati,Oceania,Other alcoholic beverages,,,,0,0,0,0,0,0,0.01,0.01,0,0,0,0
Kuwait,Asia,All types,,,,0.02,0.01,0.1,0.03,0.03,0.01,0.01,0.02,0.03,0.01,0.01,0.01
Kuwait,Asia,Beer,,,,0.01,0,0.09,0.02,0.01,0,0,0,0.02,0,0,0
Kuwait,Asia,Wine,,,,0,0,0,0,0,0,0,0.01,0,0,0,0
Kuwait,Asia,Spirits,,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Kuwait,Asia,Other alcoholic beverages,,,,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,Asia,All types,,,,3.28,2.73,2.39,2.53,2.77,2.48,2.81,3.41,3.52,3.31,2.62,2.13
Kyrgyzstan,Asia,Beer,,,,0.68,0.63,0.56,0.64,0.76,0.61,0.64,0.59,0.36,0.26,0.25,0.26
Kyrgyzstan,Asia,Wine,,,,0.09,0.1,0.1,0.09,0.09,0.09,0.08,0.11,0.1,0.07,0.09,0.09
Kyrgyzstan,Asia,Spirits,,,,2.5,2,1.72,1.79,1.91,1.77,2.08,2.7,3.03,2.94,2.25,1.76
Kyrgyzstan,Asia,Other alcoholic beverages,,,,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.04,0.02
Lao People's Democratic Republic,Asia,All types,,,,5.39,5.95,5.18,5.1,5,3.69,3.68,3.53,3.41,3.33,3.13,5.16
Lao People's Democratic Republic,Asia,Beer,,,,2.55,2.39,2.15,2.02,1.74,1.49,1.4,1.22,1.11,1.01,0.93,0.84
Lao People's Democratic Republic,Asia,Wine,,,,0,0,0,0,0,0,0,0,0,0,0.01,0.02
Lao People's Democratic Republic,Asia,Spirits,,,,2.84,3.56,3.03,3.08,3.26,2.2,2.27,2.31,2.3,2.32,2.18,4.3
Lao People's Democratic Republic,Asia,Other alcoholic beverages,,,,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,Europe,All types,,10.37,10.21,10.14,9.8,9.85,11.84,12.12,10.4,9.92,8.81,8.24,7.44,6.68,7.13
Latvia,Europe,Beer,,4.67,4.67,4.89,4.57,4.35,4.12,4.15,4.09,3.8,3.69,2.97,2.74,2.12,1.97
Latvia,Europe,Wine,,1.1,1.16,1.1,1.1,1.03,1.13,1.18,1.06,0.94,0.95,1.78,1.5,1.38,1.6
Latvia,Europe,Spirits,,4,3.77,3.59,3.61,3.94,5.8,5.91,4.48,4.57,3.74,3.33,3.04,3.04,3.45
Latvia,Europe,Other alcoholic beverages,,0.6,0.6,0.56,0.52,0.53,0.79,0.88,0.78,0.6,0.43,0.16,0.16,0.14,0.11
Lebanon,Asia,All types,1.32,1.29,1.53,1.57,1.58,1.62,1.67,1.72,1.82,1.94,2.1,2.19,1.98,2.19,2.26
Lebanon,Asia,Beer,0.39,0.32,0.33,0.35,0.41,0.39,0.39,0.39,0.38,0.41,0.45,0.44,0.44,0.44,0.44
Lebanon,Asia,Wine,0.16,0.17,0.35,0.31,0.25,0.32,0.42,0.52,0.66,0.77,0.82,0.85,0.59,0.64,0.7
Lebanon,Asia,Spirits,0.74,0.79,0.83,0.89,0.9,0.89,0.85,0.79,0.76,0.75,0.82,0.89,0.95,1.11,1.12
Lebanon,Asia,Other alcoholic beverages,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0
Lesotho,Africa,All types,,,,2.39,2.71,2.75,2.75,2.69,2.61,2.67,1.8,1.99,2.95,2.86,3.1
Lesotho,Africa,Beer,,,,1.5,1.49,1.33,1.35,1.3,1.23,1.26,1.31,1.37,1.48,1.57,1.54
Lesotho,Africa,Wine,,,,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0.04,0.04
Lesotho,Africa,Spirits,,,,0.6,0.61,0.55,0.56,0.55,0.54,0.53,0,0,0.35,0.36,0.37
Lesotho,Africa,Other alcoholic beverages,,,,0.29,0.61,0.86,0.83,0.83,0.83,0.88,0.49,0.62,1.12,0.89,1.15
Liberia,Africa,All types,,,,3.72,3.64,3.75,3.88,4.03,4.05,4.19,4.24,4.21,4.27,4.4,4.46
Liberia,Africa,Beer,,,,0.49,0.33,0.34,0.34,0.34,0.3,0.29,0.25,0.15,0.15,0.17,0.17
Liberia,Africa,Wine,,,,0.05,0.03,0.01,0.01,0.01,0,0,0,0,0,0,0
Liberia,Africa,Spirits,,,,3.18,3.28,3.4,3.54,3.68,3.75,3.89,3.99,4.07,4.12,4.23,4.29
Liberia,Africa,Other alcoholic beverages,,,,0.01,0.01,0,0,0,0,0,0,0,0,0,0
Libya,Asia,All types,,,,0,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.01
Libya,Asia,Beer,,,,0,0,0.01,0,0,0.01,0,0,0,0,0,0
Libya,Asia,Wine,,,,0,0,0,0,0,0,0,0,0,0,0,0
Libya,Asia,Spirits,,,,0,0,0.01,0.01,0,0,0,0.01,0.01,0,0,0.01
Libya,Asia,Other alcoholic beverages,,,,0,0,0,0,0,0,0,0,0,0,0,0
Lithuania,Europe,All types,15.19,15.04,15.14,12.66,12.9,12.4,13.3,13.4,12.7,12.3,12.1,11.29,11,10.2,9.87
Lithuania,Europe,Beer,5.46,5.26,5.6,5.43,6,5.4,5.4,5.6,6,5.8,4.62,4.58,4.66,4,3.78
Lithuania,Europe,Wine,1.5,1.48,1.44,1.04,1,0.9,0.9,0.9,1.4,1.4,2.37,2.24,2.06,1.89,2.1
Lithuania,Europe,Spirits,5.79,5.72,5.62,4.21,4.4,4.6,5.5,5.3,4.5,4.5,4.31,3.71,3.59,3.67,3.3
Lithuania,Europe,Other alcoholic beverages,2.44,2.58,2.47,1.97,1.5,1.5,1.5,1.6,0.8,0.6,0.79,0.76,0.69,0.64,0.69
Luxembourg,Europe,All types,11.12,11.02,11.34,11.5,11.36,11.42,11.53,11.75,11.98,11.84,12.42,12.61,12.91,12.89,13.14
Luxembourg,Europe,Beer,4.08,3.8,4.02,4.02,4.11,4.17,4.17,4.29,4.46,4.36,4.27,4.36,4.46,4.43,4.62
Luxembourg,Europe,Wine,4.75,4.79,4.95,5.05,4.86,4.86,4.92,5.07,5.06,5.07,5.58,5.75,5.86,5.81,5.88
Luxembourg,Europe,Spirits,2.28,2.28,2.28,2.33,2.39,2.39,2.44,2.4,2.46,2.41,2.58,2.5,2.59,2.66,2.64
Luxembourg,Europe,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,Africa,All types,,0.87,0.87,0.97,1.03,0.91,0.68,0.71,0.68,0.72,0.81,0.93,0.9,1.05,1.16
Madagascar,Africa,Beer,,0.42,0.45,0.5,0.53,0.4,0.37,0.38,0.34,0.34,0.36,0.38,0.28,0.41,0.4
Madagascar,Africa,Wine,,0.1,0.1,0.17,0.17,0.17,0.17,0.17,0.17,0.15,0.13,0.22,0.22,0.12,0.13
Madagascar,Africa,Spirits,,0.34,0.31,0.3,0.33,0.34,0.14,0.16,0.17,0.23,0.32,0.33,0.4,0.52,0.64
Madagascar,Africa,Other alcoholic beverages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,Africa,All types,,,,1.23,1.08,1.16,1.27,1.18,1.18,1.04,1.11,1.08,1.1,1.15,1.18
Malawi,Africa,Beer,,,,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.16
Malawi,Africa,Wine,,,,0.02,0.02,0.02,0.15,0,0.01,0.01,0.01,0.02,0.01,0.01,0
Malawi,Africa,Spirits,,,,0.16,0.17,0.2,0.15,0.19,0.22,0.22,0.28,0.24,0.25,0.27,0.29
Malawi,Africa,Other alcoholic beverages,,,,0.9,0.74,0.79,0.83,0.85,0.82,0.67,0.68,0.68,0.69,0.71,0.74
Malaysia,Asia,All types,0.52,0.53,0.53,0.51,0.49,0.47,0.47,0.43,0.42,0.46,0.49,0.48,0.49,0.53,0.54
Malaysia,Asia,Beer,0.39,0.4,0.41,0.39,0.38,0.37,0.37,0.34,0.34,0.38,0.41,0.4,0.41,0.41,0.45
Malaysia,Asia,Wine,0.01,0.01,0,0,0,0,0.01,0.01,0,0.01,0.01,0,0,0.04,0.02
Malaysia,Asia,Spirits,0.11,0.12,0.12,0.11,0.1,0.09,0.1,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
Malaysia,Asia,Other alcoholic beverages,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0
Maldives,Asia,All types,,,,1.92,1.83,1.59,1.76,1.78,1.62,1.47,1.6,1.75,1.95,1.98,1.83
Maldives,Asia,Beer,,,,0.5,0.5,0.46,0.54,0.56,0.53,0.4,0.56,0.48,0.42,0.44,0.5
Maldives,Asia,Wine,,,,0.54,0.46,0.33,0.37,0.37,0.29,0.31,0.36,0.34,0.19,0.15,0.04
Maldives,Asia,Spirits,,,,0.88,0.88,0.8,0.86,0.85,0.79,0.77,0.68,0.93,1.34,1.38,1.29
Maldives,Asia,Other alcoholic beverages,,,,0,0,0,0,0,0,0,0,0,0,0,0
Mali,Africa,All types,,,,0.61,0.6,0.59,0.57,0.55,0.53,0.55,0.49,0.54,0.53,0.51,0.47
Mali,Africa,Beer,,,,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
Mali,Africa,Wine,,,,0.01,0.01,0,0,0,0,0,0,0.01,0.05,0.02,0.01
Mali,Africa,Spirits,,,,0.02,0.02,0.01,0.02,0.01,0.01,0,0.01,0.01,0.01,0.01,0
Mali,Africa,Other alcoholic beverages,,,,0.5,0.5,0.49,0.48,0.46,0.45,0.47,0.41,0.46,0.4,0.4,0.39
Malta,Europe,All types,8.49,8.58,7.67,6.91,7.91,7.38,7.14,7.45,8.84,6.41,6.53,6.7,5.73,5.62,5.59
Malta,Europe,Beer,2.88,2.9,3.07,2.58,2.89,2.71,2.66,2.37,2.15,1.7,1.86,1.83,2.61,2.72,2.83
Malta,Europe,Wine,3.25,3.26,2.4,2.28,3.1,2.91,2.72,3.25,4.9,2.96,3.01,3.08,1.29,1.15,0.97
Malta,Europe,Spirits,1.99,2.06,1.87,1.75,1.62,1.46,1.44,1.51,1.49,1.47,1.42,1.77,1.8,1.75,1.78
Malta,Europe,Other alcoholic beverages,0.37,0.37,0.33,0.31,0.3,0.3,0.32,0.33,0.3,0.28,0.24,0.02,0.02,0,0
Marshall Islands,Oceania,All types,,,,,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,Oceania,Beer,,,,,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,Oceania,Wine,,,,,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,Oceania,Spirits,,,,,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,Oceania,Other alcoholic beverages,,,,,0,0,0,0,0,0,0,0,0,0,0
Mauritania,Africa,All types,,,,0.01,0.01,0,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.03
Mauritania,Africa,Beer,,,,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,Africa,Wine,,,,0,0,0,0,0,0,0,0,0,0,0,0.01
Mauritania,Africa,Spirits,,,,0,0,0,0.01,0.02,0.01,0.01,0.01,0,0.01,0.01,0.02
Mauritania,Africa,Other alcoholic beverages,,,,0.01,0,0,0,0,0,0,0,0,0,0,0
Mauritius,Africa,All types,,,,3.03,2.95,2.83,2.49,3.24,3.73,3.94,4.16,4.08,4.14,4.38,4.6
Mauritius,Africa,Beer,,,,1.85,1.81,1.98,1.57,1.79,1.81,1.96,1.99,2,1.92,2.15,2.21
Mauritius,Africa,Wine,,,,0.3,0.35,0.26,0.35,0.32,0.3,0.31,0.3,0.27,0.42,0.26,0.29
Mauritius,Africa,Spirits,,,,0.87,0.79,0.58,0.56,1.12,1.61,1.66,1.87,1.8,1.79,1.96,2.1
Mauritius,Africa,Other alcoholic beverages,,,,0,0.01,0,0,0,0,0,0,0,0,0,0
Mexico,North America,All types,5.26,5.23,5.29,5.3,5.21,5.27,5.36,5.35,5.11,4.93,4.9,4.88,4.77,4.86,4.99
Mexico,North America,Beer,3.87,3.85,4,4,3.92,4.04,4.09,4.09,3.94,3.81,3.71,3.68,3.6,3.65,3.67
Mexico,North America,Wine,0.23,0.22,0.12,0.12,0.12,0.12,0.12,0.12,0.09,0.09,0.11,0.11,0.07,0.06,0.06
Mexico,North America,Spirits,1.12,1.11,1.13,1.13,1.12,1.06,1.1,1.08,1.03,0.98,1.03,1.06,1.07,1.12,1.23
Mexico,North America,Other alcoholic beverages,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.03,0.03,0.03,0.03
Micronesia (Federated States of),Asia,Beer,,,,,,,,,,,,,,,2.14
Micronesia (Federated States of),Asia,All types,1.58,1.67,2.98,1.89,1.76,2.06,1.97,1.64,1.73,1.9,2.02,3.15,2.78,2.82,2.23
Micronesia (Federated States of),Asia,Beer,0.92,0.89,1.03,0.9,0.86,1.18,1.03,0.72,0.71,1.49,1.69,3.04,2.67,2.74,2.14
Micronesia (Federated States of),Asia,Wine,0.14,0.27,1.39,0.47,0.31,0.03,0.18,0.14,0.09,0.16,0.19,0.04,0.04,0.02,0.01
Micronesia (Federated States of),Asia,Spirits,0.52,0.51,0.56,0.51,0.6,0.85,0.76,0.78,0.94,0.25,0.14,0.06,0.07,0.07,0.07
Micronesia (Federated States of),Asia,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monaco,Africa,All types,,,,,0,0,0,0,0,0,0,0,0,0,
Monaco,Africa,Beer,,,,,0,0,0,0,0,0,0,0,0,0,0
Monaco,Africa,Wine,,,,,0,0,0,0,0,0,0,0,0,0,0
Monaco,Africa,Spirits,,,,,0,0,0,0,0,0,0,0,0,0,0
Monaco,Africa,Other alcoholic beverages,,,,,,0,0,0,0,0,0,0,0,0,0
Monaco,Africa,All types,,,,,,,,,,,,,,,0
Monaco,Africa,Other alcoholic beverages,,,,,0,,,,,,,,,,
Mongolia,Asia,All types,,,,,5.8,4.61,4.26,3.79,2.91,2.75,1.75,1.31,2.43,2.87,2.79
Mongolia,Asia,Beer,,,,,1.6,1.1,0.9,0.9,0.5,0.3,0.53,0.13,0.51,0.53,0.61
Mongolia,Asia,Wine,,,,,0.16,0.11,0.22,0.28,0.15,0.05,0.71,0.7,0.76,0.05,0.08
Mongolia,Asia,Spirits,,,,,4.04,3.4,3.14,2.61,2.26,2.4,0.51,0.47,1.15,2.29,2.1
Mongolia,Asia,Other alcoholic beverages,,,,,0,0,0,0,0,0,0,0,0,0,0
Montenegro,Europe,All types,,,,6.56,6.56,6.45,6.17,4.98,5.38,0,,,,,
Montenegro,Europe,Beer,,,,0.72,0.73,0.7,0.7,0.48,0.02,,,,,,
Montenegro,Europe,Wine,,,,3.18,3.22,3.22,2.93,1.95,2.85,,,,,,
Montenegro,Europe,Spirits,,,,2.54,2.47,2.37,2.37,2.35,2.3,,,,,,
Montenegro,Europe,Other alcoholic beverages,,,,0.12,0.14,0.15,0.16,0.21,0.2,,,,,,
Morocco,Africa,All types,0.43,0.45,0.55,0.54,0.56,0.62,0.51,0.56,0.58,0.47,0.56,0.58,0.46,0.46,0.45
Morocco,Africa,Beer,0.16,0.18,0.18,0.19,0.2,0.23,0.24,0.22,0.22,0.23,0.23,0.22,0.24,0.23,0.21
Morocco,Africa,Wine,0.21,0.2,0.28,0.27,0.27,0.29,0.17,0.26,0.29,0.17,0.28,0.3,0.18,0.18,0.19
Morocco,Africa,Spirits,0.06,0.07,0.08,0.09,0.09,0.1,0.1,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.05
Morocco,Africa,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,Africa,All types,,1.16,1.19,0.94,0.96,1.18,1.48,1.03,1.2,1.23,1.54,1.68,2.16,2.09,1.14
Mozambique,Africa,Beer,,0.75,0.73,0.69,0.61,0.57,0.59,0.55,0.51,0.51,0.49,0.45,0.43,0.5,0.52
Mozambique,Africa,Wine,,0.11,0.11,0.11,0.1,0.11,0.11,0.09,0.09,0.09,0.08,0.06,0.09,0.07,0.07
